year,id,population,total_revenue,total_rev_own_sources,general_revenue,gen_rev_own_sources,total_taxes,property_tax,tot_sales___gr_rec_tax,total_gen_sales_tax,total_select_sales_tax,alcoholic_beverage_tax,amusement_tax,insurance_premium_tax,motor_fuels_tax,pari_mutuels_tax,public_utility_tax,tobacco_tax,other_select_sales_tax,total_license_taxes,alcoholic_beverage_lic,amusement_license,corporation_license,hunting___fishing_license,motor_vehicle_license,motor_veh_oper_license,motor_vehicle_license_total,public_utility_license,occup_and_bus_lic_nec,other_license_taxes,total_income_taxes,individual_income_tax,corp_net_income_tax,death_and_gift_tax,docum_and_stock_tr_tax,severance_tax,total_ig_revenue,total_fed_ig_revenue,fed_igr_air_transport,fed_igr_education,fed_igr_emp_sec_adm,fed_igr_health___hos,fed_igr_highways,fed_igr_hous_com_dev,fed_igr_natural_res,fed_igr_public_welf,fed_igr_other,tot_local_ig_rev,local_igr_other_education,local_igr_health___hos,local_igr_highways,local_igr_public_welf,local_igr_other,tot_chgs_and_misc_rev,total_general_charges,chg_total_education,chg_total_high_ed,chg_hospitals,chg_regular_highways,chg_toll_highways,chg_housing___comm_dev,chg_total_nat_res,chg_parks___recreation,chg_all_other_nec,misc_general_revenue,prop_sale_other,interest_revenue,fines_and_forfeits,rents_and_royalties,net_lottery_revenue,misc_general_rev_nec,total_insur_trust_rev,total_insur_trust_ctrb,tot_ins_trust_inv_rev,total_emp_ret_rev,emp_ret_total_ctrib,emp_ret_loc_emp_ctrib,emp_ret_from_other_gov,emp_ret_sta_to_sta_ctr,emp_ret_int_rev,total_unemp_rev,unemp_payroll_tax,unemp_int_revenue,unemp_federal_advances,total_expenditure,total_ig_expenditure,direct_expenditure,total_current_expend,total_current_oper,total_capital_outlays,total_construction,total_other_capital_outlays,tot_assist___subsidies,total_interest_on_debt,total_insur_trust_ben,total_salaries___wages,general_expenditure,ig_exp_to_local_govts,ig_exp_to_federal_govt,direct_general_expend,general_current_expend,general_current_oper,general_capital_outlay,general_construction,general_capital_outlay_other,general_assist___sub,general_debt_interest,air_trans_total_expend,air_trans_direct_expend,air_trans_cap_outlay,air_trans_ig_local_govts,correct_total_exp,correct_direct_exp,correct_cap_outlay,correct_current_exp,correct_construct,correct_ig_loc_govts,total_educ_total_exp,total_educ_direct_exp,total_educ_assist___sub,total_educ_cap_outlay,total_educ_current_exp,total_educ_construct,elem_educ_total_exp,elem_educ_ig_local_govts,higher_ed_total_exp,higher_ed_direct_exp,higher_ed_cap_outlay,higher_ed_current_exp,higher_ed_construct,educ_nec_total_expend,educ_nec_direct_expend,educ_nec_assistance,educ_nec_cap_outlay,educ_nec_construction,educ_nec_ig_local_govts,emp_sec_adm_direct_exp,emp_sec_adm_cap_outlay,fin_admin_total_exp,fin_admin_direct_exp,fin_admin_cap_outlay,fin_admin_current_exp,fin_admin_construction,judicial_total_expend,judicial_direct_expend,judicial_cap_outlay,judicial_current_exp,judicial_construction,judicial_ig_local_govts,cen_staff_total_expend,cen_staff_direct_exp,cen_staff_cap_outlay,cen_staff_current_exp,cen_staff_construction,gen_pub_bldg_total_exp,gen_pub_bldg_cap_out,gen_pub_bldg_current_exp,gen_pub_bldg_construct,health_total_expend,health_direct_expend,health_capital_outlay,health_current_exp,health_construction,health_ig_local_govts,total_hospital_total_exp,total_hospital_dir_exp,total_hospital_cap_out,total_hospital_current_exp,total_hospital_construct,own_hospital_total_exp,own_hospital_cap_out,own_hospital_construct,total_highways_tot_exp,total_highways_dir_exp,total_highways_cap_out,total_highways_current_exp,total_highways_construct,regular_hwy_total_exp,regular_hwy_direct_exp,regular_hwy_cap_outlay,regular_hwy_current_exp,regular_hwy_construct,regular_hwy_ig_loc_govts,toll_hwy_total_expend,hous___com_total_exp,hous___com_direct_exp,hous___com_cap_outlay,hous___com_current_exp,hous___com_ig_loc_govts,libraries_total_expend,libraries_direct_exp,libraries_cap_outlay,libraries_ig_local_govts,natural_res_total_exp,natural_res_direct_exp,natural_res_cap_outlay,natural_res_current_exp,natural_res_construct,natural_res_ig_loc_govts,parks___rec_total_exp,parks___rec_direct_exp,parks___rec_cap_outlay,parks___rec_current_exp,parks___rec_construct,parks___rec_ig_loc_govts,police_prot_total_exp,police_prot_direct_exp,police_prot_cap_outlay,police_prot_current_exp,police_prot_construct,police_prot_ig_loc_govts,prot_insp_total_exp,prot_insp_direct_exp,prot_insp_cap_outlay,prot_insp_current_exp,public_welf_total_exp,public_welf_direct_exp,public_welf_cash_asst,public_welf_cap_outlay,public_welf_current_exp,public_welf_construct,welf_categ_total_exp,welf_categ_cash_assist,welf_cash_total_exp,welf_cash_cash_assist,welf_vend_pmts_medical,welf_vend_pmts_nec,welf_ins_total_exp,welf_ins_cap_outlay,welf_ins_construction,welf_nec_total_expend,welf_nec_direct_expend,welf_nec_cap_outlay,welf_nec_current_exp,welf_nec_construction,welf_nec_ig_local_govts,sewerage_total_expend,sw_mgmt_total_expend,sw_mgmt_direct_expend,interest_on_gen_debt,general_nec_total_exp,general_nec_direct_exp,general_nec_cap_outlay,general_nec_current_exp,general_nec_construct,general_nec_ig_loc_govts,total_util_total_exp,emp_ret_total_expend,emp_ret_benefit_paymts,emp_ret_withdrawals,unemp_comp_total_exp,unemp_comp_ben_paymts,unemp_ext___spec_pmts,total_debt_outstanding,total_long_term_debt_out,st_debt_end_of_year,total_beg_ltd_out,beg_ltd_out_all_other,beg_ltd_out_general,beg_ltd_out_other_nec,total_ltd_issued,ltd_iss_private_purp,ltd_iss_all_other,ltd_iss_general,ltd_iss_gen_other_educ,ltd_iss_gen_other_nec,total_ltd_iss_ng,ltd_iss_ng_general,ltd_iss_ng_other_educ,ltd_iss_ng_private_purp,ltd_iss_ng_other_nec,total_ltd_retired,ltd_ret_private_purp,ltd_ret_all_other,ltd_ret_general,ltd_ret_gen_other_educ,ltd_ret_gen_other_nec,total_ltd_ret_ffc,ltd_ret_ffc_general,ltd_ret_ffc_other_nec,total_ltd_ret_ng,ltd_ret_ng_general,ltd_ret_ng_other_educ,ltd_ret_ng_private_purp,ltd_ret_ng_other_nec,total_ltd_out,ltd_out_private_purp,ltd_out_all_other,ltd_out_general,ltd_out_gen_other_educ,ltd_out_gen_other_nec,total_ltd_out_ffc,ltd_out_ffc_general,ltd_out_ffc_other_nec,tot_ltd_out_ng,ltd_out_ng_general,ltd_out_ng_other_educ,ltd_out_ng_private_purp,ltd_out_ng_other_nec,total_cash___securities,insur_trust_cash___sec,emp_retire_cash___sec,emp_retire_cash___dep,emp_retire_total_sec,emp_retire_sec_tot_fed,emp_retire_sec_tot_nong,emp_retire_sec_corp_bds,emp_retire_sec_corp_stk,emp_retire_sec_misc_inv,emp_retire_sec_oth_nong,unemp_comp_cash___sec,unemp_comp_bal_in_us_trs,unemp_comp_other_balance,nonin_trust_cash___sec,sinking_fd_cash___sec,bond_fd_cash___sec,oth_nonin_fd_cash___sec,chg_highways,prop_sale_total,air_trans_current_exp,educ_nec_current_exp,emp_sec_adm_current_exp,own_hospital_current_exp,toll_hwy_current_exp,libraries_current_exp,welf_ins_current_exp,sw_mgmt_current_exp,total_util_current_exp
2016,110000000,10214860,45859766,31288025,42279551,27707810,21454860,961780,8408456,5480196,2928260,190536,0,428700,1655028,0,0,219870,434126,663946,3983,0,51050,26569,366897,108475,475372,0,82123,24849,11420678,10439534,981002,0,142,0,14571741,14516751,36687,2802622,33645,1751758,1510774,260577,128615,7426655,474283,54990,10077,0,11302,0,33161,6252950,3680186,2517449,2506497,240893,23381,16358,2845,53506,127586,351905,2572764,1371,341521,67956,6644,1282784,527219,3574516,2365651,1114411,2680198,1588218,699982,847241,0,1091980,799864,777433,22431,0,48146417,11874626,35651377,45015481,24326941,3130936,2721583,409353,1185669,634872,6372959,6354544,35565506,1454936,0,35565506,32441581,24248081,3123925,2714573,409352,1185669,634872,51602,2306,0,49296,1230802,1194117,41127,1152990,28502,36685,18229558,7809231,1078655,832359,6976872,674433,10419690,0,5721378,5721378,716989,5004389,559179,1009835,1009198,0,115370,115254,637,37921,0,452580,452580,1789,450791,414,336016,325398,293,325105,0,10618,125426,125271,78,125193,0,5512,5512,0,5512,1451470,1225864,11481,1214383,8724,225606,1290511,1045987,6385,1039602,5964,0,0,0,2772343,2566323,1891418,674905,1771965,2756846,2550826,1891418,659408,1771965,206020,15497,384216,289423,174,289249,94793,38994,0,0,38994,449981,436960,108618,328342,83321,13021,226249,226148,21604,204544,5525,101,436293,404159,18275,385884,4062,32134,65982,63861,400,63461,12005228,11577773,107014,598,11470161,157,74114,74114,32900,32900,10140289,252893,614,0,0,1504418,1076963,598,1076365,157,427455,8604,11698,11698,634872,410011,376229,39231,336998,32355,33782,85871,5932448,5841760,90688,394407,394407,0,13130551,13000317,130234,13113041,10028580,0,0,1611537,308475,1303062,0,0,0,0,0,0,0,0,1727566,372499,1355067,0,0,0,0,0,0,0,0,0,0,0,13000317,3023442,9976875,0,0,0,0,0,0,0,0,0,0,0,95924303,83592233,82276797,1708943,80567854,9785202,70782652,13747373,43357671,473084,13190396,1306467,1306467,0,12332070,3126293,913364,8292413,39739,1371,2306,893828,37921,0,15497,0,614,1502,78860
2016,120000000,1431603,13417567,10474233,12919296,9975962,6919035,0,4315902,3206154,1109748,50590,0,157900,92591,0,152760,124890,531017,263130,0,0,1765,599,186742,349,187091,20804,41566,11305,2340003,2116130,108169,49613,66091,0,2943334,2935991,28893,521762,20457,8224,155196,66158,30343,1804885,251728,7343,0,0,0,0,7343,3056927,1799125,450294,417401,650377,0,0,20592,19572,11308,140452,1257802,109,69207,37119,78499,0,987915,498176,618696,-120520,294658,425941,87617,189139,0,-131283,203518,192755,10763,0,12477522,134933,12056921,11527502,9461147,950020,215432,734588,139811,120750,1385193,3233075,12056921,134551,382,12056921,11106901,9461147,950020,215432,734588,139811,120750,397164,397164,142822,0,266716,217459,847,216612,1,49257,3386370,3386176,136682,364937,3021239,117255,2118579,169,1110236,1110236,122875,987361,114666,20873,20848,0,26,0,25,6460,60,207218,206977,4389,202588,2043,249411,240917,4078,236839,15,8494,38606,38606,173,38433,58,68668,43078,25590,145,515683,515653,19368,496285,2386,30,627076,625576,3193,622383,9,0,0,0,456996,454118,168336,285782,18775,453208,450330,164662,285668,18775,2878,3788,161650,159649,26709,132940,2001,35848,35848,3984,0,176518,167785,59043,108742,0,8733,71879,63280,27369,35911,786,8599,38801,38801,1420,37381,32,0,52807,52807,700,52107,2759736,2758279,3129,37182,2717968,16118,0,0,3129,3129,2188212,120525,441,0,0,447429,445972,37182,408790,16118,1457,0,0,0,120750,1056529,1032257,11382,1020875,2603,24272,0,1245518,1232590,12928,139675,139660,15,9216583,9216583,0,8757730,8409931,0,0,2045877,16217,2029660,0,0,0,0,0,0,0,0,1587024,24571,1562453,0,0,0,0,0,0,0,0,0,0,0,9216583,339445,8877138,0,0,0,0,0,0,0,0,0,0,0,22382636,14664877,14160626,524141,13636485,0,13636485,3117135,9552219,967131,0,504251,504251,0,7717759,826291,341864,6549604,0,109,254342,20822,6400,0,114,31864,441,0,0
2016,130000000,1654930,9401987,6680257,8150771,5429041,4205848,0,2117428,1559332,558096,9235,0,87727,337335,0,1876,50574,71349,372883,1662,289,2502,39984,177260,11187,188447,57166,79026,3807,1715537,1521238,188996,0,0,5303,2721730,2696745,0,379039,17937,37111,287266,43030,61348,1739502,118662,24985,306,0,10783,13881,15,1223193,771231,439403,437784,5188,7553,0,24431,66401,9537,218718,451962,47671,104079,16259,43612,38368,123894,1095800,619012,269612,730473,471190,164552,249694,0,259283,158151,147822,10329,0,9419417,2277311,6948196,8939069,5073122,480348,377439,102909,146131,154770,1093825,1422187,6828129,504891,0,6828129,6347781,4953055,480348,377439,102909,146131,154770,0,0,0,0,266744,258502,8702,249800,653,8242,2955797,1181514,84503,56897,1124617,33772,1771820,0,972707,972707,56059,916648,33649,126767,124304,0,838,123,2463,27613,655,288683,279652,49135,230517,46879,76447,75901,4351,71550,0,546,23890,21832,292,21540,0,344,22,322,22,152781,149343,1047,148296,7,3438,47715,47715,813,46902,176,0,0,0,682385,520301,326378,193923,289848,682385,520301,326378,193923,289848,162084,0,100886,100886,0,100886,0,4449,4436,54,13,233584,230759,12341,218418,3991,2825,35297,28960,3496,25464,1975,6337,64370,63361,4944,58417,3,1009,51716,51716,1133,50583,2429315,2427053,61628,6516,2358909,39,0,0,61628,61628,2022540,26360,29065,1188,11,289722,287460,5328,282132,28,2262,0,0,0,154770,124363,109646,3572,106074,4,14717,2395,850463,818155,32308,102290,102290,0,3542856,3532575,10281,3675218,1014961,0,0,633155,529322,103833,0,0,0,0,0,0,0,0,775798,589009,186789,0,0,0,0,0,0,0,0,0,0,0,3532575,2600570,932005,0,0,0,0,0,0,0,0,0,0,0,23793309,15495898,14348632,407228,13941404,0,13941404,3201025,7014779,476657,2573653,459956,459956,0,8297411,2944703,350494,5002214,7553,47671,0,123466,26958,0,0,4382,27877,0,2395
2016,140000000,12859995,75492133,55227238,68847197,48582302,38907220,60814,18524265,11344480,7179785,287865,787519,424959,1354039,6420,1585911,844928,1888144,2745949,13097,15442,363019,40354,1695934,116222,1812156,4723,469273,27885,17576192,13806525,3367461,325230,76976,0,20264895,19825144,68356,3197183,141448,589183,1567676,249294,44115,12872065,693077,439751,54157,0,124308,244067,17219,9675082,5233549,3117686,3116929,774182,171,1230980,35801,20013,6188,48528,4441533,1800,1505533,125332,496,1018133,1400660,6644936,5179220,1456230,4340784,2919686,1315792,1048518,0,1421098,2294666,2259534,35132,0,78532389,18130856,59716975,72900211,35295223,5632178,5329738,302440,1178148,3235590,14375836,8200310,59716975,9077812,4543,59716975,54084797,35295223,5632178,5329738,302440,1178148,3235590,97717,53609,44423,44108,1056155,1056155,17585,1038570,16574,0,17197074,8195246,1016816,407936,7787310,280252,8956482,0,6494638,6494638,403727,6090911,277820,729138,683792,0,4209,2432,45346,64438,21,595092,595092,1464,593628,545,593345,483244,1671,481573,8,110101,100165,99418,2317,97101,219,9845,450,9395,411,1803293,1664988,3621,1661367,2678,138305,1525969,1525969,19049,1506920,9937,0,0,0,6745686,6046602,5039892,1006710,4894751,4097948,3398864,2692588,706276,2643071,699084,2647738,249994,203318,2,203316,46676,26780,5062,2,21718,170577,167428,2935,164493,1633,3149,261054,73945,13603,60342,13328,187109,396860,380512,1582,378930,0,16348,269386,175429,281,175148,21878017,19529463,2345557,1901,17182005,216,2340886,156466,4671,4671,15630595,1083341,97579,417,62,2720945,2556811,1484,2555327,154,164134,10941,23884,22224,3235590,1998110,1734020,73437,1660583,71638,259547,1250767,12419394,12187093,232301,1943616,1943428,188,65791900,65784111,7789,64203478,37553234,0,0,6536441,3820101,2716340,0,0,0,0,0,0,0,0,4964413,2166037,2798376,0,0,0,0,0,0,0,0,0,0,0,65784111,28304308,37479803,0,0,0,0,0,0,0,0,0,0,0,156686201,108631525,106983670,3350312,103633358,7200883,96432475,15936822,37737486,10434997,32323170,1633661,1633661,0,48054676,31430887,2122704,14501085,1231151,1800,9186,679583,64417,0,300434,5060,97162,22218,1250767
2016,150000000,6619680,38687720,25645960,36259733,23217973,17587958,10699,10608207,7306331,3301876,48310,578829,235024,845384,1958,214976,443210,934185,714634,12871,5912,7534,19362,294209,237329,531538,0,55437,81980,6254418,5218166,1034367,872,0,1013,13041760,12972492,0,1633257,44374,334104,1036864,420830,74048,9202687,192766,69268,11057,2565,44734,10556,356,5630015,3617636,3406526,3406433,14,1035,0,4405,49216,30892,112302,2012379,4552,973425,31767,5485,353667,334683,2427987,1928932,492788,1520822,1028726,288029,694699,0,492096,900898,900206,692,0,39575259,9713412,29510975,37351069,22068097,2224190,1889044,335146,1357840,978943,2881905,4425938,29510601,1737259,3289,29510601,27286785,22068097,2223816,1888670,335146,1357840,978943,21753,301,0,21452,731005,671698,8854,662844,2682,59307,15594634,7621697,958748,748403,6873294,526052,7972864,0,6434544,6434544,746594,5687950,525408,228478,228405,0,1809,644,73,22260,15,390006,390006,2274,387732,21,210733,180676,1006,179670,185,30057,90575,90516,3288,87228,1014,39711,33567,6144,30813,568635,541856,2185,539671,156,26779,154233,154233,1481,152752,545,0,0,0,2543104,1705439,1352836,352603,1291985,2543104,1705439,1352836,352603,1291985,837665,0,414568,398472,0,398472,16096,9885,8154,290,1731,331976,325769,31349,294420,17477,6207,91639,64570,7179,57391,894,27069,234088,218138,4668,213470,67,15950,95238,95238,269,94969,12709202,12654258,399092,5378,12249788,1284,45790,45790,353302,353302,10122108,615091,23142,688,500,1549769,1494825,4690,1490135,784,54944,2880,5927,5927,978943,477796,446003,15496,430507,11213,28504,63531,2542142,2463471,78671,333332,333231,101,22470543,22311544,158999,22321104,8455710,0,0,1036661,0,1036661,0,0,0,0,0,0,0,0,1311013,168913,1142100,0,0,0,0,0,0,0,0,0,0,0,22311544,13865131,8446413,0,0,0,0,0,0,0,0,0,0,0,59778098,30888185,30843214,1811414,29031800,4672615,24359185,3978012,3508977,9346414,7525782,40892,40892,0,28889913,19658548,211905,9019460,1035,4552,301,226596,22245,0,0,7864,22454,5873,63157
2016,160000000,3123899,23715459,17069668,21074390,14428599,9559058,0,4593326,3162854,1430472,22423,298017,119571,689693,3666,28700,227901,40501,925958,15468,33156,46695,29246,610762,16750,627512,12035,153278,8568,4039774,3553325,376865,88759,20825,0,6645791,6620014,82,1035120,50745,159129,514424,168628,77442,4200036,345644,25777,177,5445,10751,0,9404,4869541,3502827,1475629,1475316,1792804,5358,0,13219,52306,5094,152626,1366714,8339,151627,82477,2111,145143,764408,2350418,1595430,744308,1906562,1183167,434814,657963,0,723395,433176,412263,20913,0,23709493,5473357,17910357,21650563,12530936,2058930,1824935,233995,593571,206491,2520429,3425661,17709985,1744789,0,17709985,15651055,12330564,2058930,1824935,233995,593571,206491,4253,4253,0,0,294576,294006,5814,288192,3609,570,7188144,3459375,352054,466292,2993083,398730,3728568,0,2966603,2966603,464682,2501921,398730,140919,140718,0,1610,0,201,43903,1186,229032,229032,3759,225273,157,280743,254469,3485,250984,0,26274,41793,41793,1101,40692,0,26802,22091,4711,21977,264957,133326,1970,131356,0,131631,1784719,1782347,252411,1529936,197291,0,0,0,2178645,1506438,1178031,328407,1139762,2178645,1506438,1178031,328407,1139762,672207,0,123239,26165,216,25949,97074,7729,5101,52,2628,281477,256731,49395,207336,36243,24746,33352,28265,6409,21856,5779,5087,102930,97931,8181,89750,147,4999,64360,64360,824,63536,6500571,6379786,287366,20291,6072129,10045,110890,64961,176476,176476,5634316,64153,80413,11673,10045,434323,359467,8618,350849,0,74856,770,4820,3173,206491,622630,340078,37248,302830,11195,282552,35182,2079397,2029052,50345,434566,434566,0,5956424,5956424,0,6223008,4661244,0,0,506163,197126,309037,0,0,0,0,0,0,0,0,772747,374322,398425,0,0,0,0,0,0,0,0,0,0,0,5956424,1384568,4571856,0,0,0,0,0,0,0,0,0,0,0,42462383,32268312,31339735,816275,30523460,2422581,28100879,5302967,6514664,3972032,12311216,923418,923418,0,10194071,4496416,257683,5439972,5358,8339,4253,139108,42717,0,0,5049,68740,3141,35182
2016,170000000,2911641,17609012,13780809,16459697,12631494,8058949,663841,4324953,3240354,1084599,133709,331,305631,450633,0,406,146552,47337,396648,3672,6379,27173,30568,219463,20189,239652,4981,81617,2606,2673507,2231902,391877,1,0,49727,3828203,3789934,189,718302,41093,278741,263197,86095,55460,2210043,119565,38269,12532,1255,22014,316,2135,4572545,3452928,1077491,1074738,2022872,346,113960,6371,37378,7719,186791,1119617,6376,158300,44160,6342,98699,423225,1149315,1018635,130680,798912,678647,344246,267534,0,120265,350403,339988,10415,0,18953248,4801138,13865290,17541835,10138807,1411413,1224996,186417,248499,174113,1892458,2849650,13865290,555796,723,13865290,12453877,10138807,1411413,1224996,186417,248499,174113,474,474,5,0,355523,310182,10278,299904,3636,45341,6999359,2936157,140874,474685,2461472,428758,4063202,0,2655302,2655302,472349,2182953,427301,139981,139981,0,2336,1457,0,22731,106,200265,200265,2566,197699,51,171789,171567,1008,170559,20,222,63261,61541,436,61105,0,3607,1038,2569,1010,201034,148353,3840,144513,81,52681,2018521,2018521,102416,1916105,67773,0,0,0,1336182,1113326,762652,350674,704881,1269508,1046652,758324,288328,700553,222856,66674,110817,95558,23,95535,15259,5821,4313,52,1508,221961,218771,10236,208535,2954,3190,39714,39097,7627,31470,2472,617,100614,95670,12878,82792,1534,4944,49212,49212,1183,48029,4150491,4148205,107625,9219,4031361,3002,106513,106513,1112,1112,3391441,227004,10414,251,0,414007,411721,8968,402753,3002,2286,0,0,0,174113,221077,155292,10257,145035,8044,65062,0,1662635,1594512,68123,229823,229823,0,9537833,9537833,0,7581462,5636036,0,0,2611532,26627,2584905,0,0,0,0,0,0,0,0,655161,302822,352339,0,0,0,0,0,0,0,0,0,0,0,9537833,1669231,7868602,0,0,0,0,0,0,0,0,0,0,0,23301768,17716017,17170066,363470,16806596,2166735,14639861,2394954,5880051,2201217,4163639,530132,530132,0,5585751,2940499,385818,2259434,114306,6376,469,137645,22625,0,62346,4261,10163,0,0
2016,180000000,4425092,29917300,18353691,28198449,16634840,11778866,577544,5603120,3462704,2140416,139248,229,145250,750034,4993,64681,245581,790400,505377,6616,324,109321,28455,207617,16836,224453,0,130826,5382,5092825,4282080,606840,51247,3255,149403,11563609,11526207,460,1227267,118283,271980,757190,239526,126653,8424699,301990,37402,24285,0,0,0,8198,4855974,3684666,1569171,1567680,1710882,55280,0,16796,56187,64205,210647,1171308,0,256501,61827,8631,300698,325739,1718851,1639065,-176533,920798,1098285,479803,475746,0,-177487,541734,540780,954,0,35758028,4787663,30366803,33325132,21799777,2432896,2161276,271620,1083914,653834,4396382,4323891,30335355,794595,0,30335355,27902613,21768483,2432742,2161276,271466,1083914,653834,11702,11702,685,0,631655,612957,1237,611720,540,18698,10210961,6110946,902931,526087,5584859,457807,4681827,2481,4375744,4375744,524047,3851697,457807,250459,145993,0,2040,0,104466,133876,3018,375588,371378,3497,367881,0,620599,590183,2493,587690,22,30416,111079,111079,5712,105367,5160,38603,174,38429,0,481814,364472,3039,361433,1119,117342,1865675,1856730,122459,1734271,73025,0,0,0,2414369,2270681,1657907,612774,1548460,2339353,2195665,1584870,610795,1475423,143688,75016,314126,287014,1165,285849,27112,15469,8236,62,7233,403143,394018,23434,370584,15798,9125,126847,123099,620,122479,190,3748,248732,223529,6431,217098,2,25203,83106,77716,512,77204,11265798,11165168,180983,1802,10982383,1,180983,180983,0,0,10019966,77001,0,0,0,987848,887218,1802,885416,1,100630,0,28625,28625,653834,595472,445488,71904,373584,57927,149984,54429,3822897,3764164,58733,343923,343913,10,14453423,14406405,47018,13742051,9014085,0,0,2755196,1047995,1707201,0,0,0,0,0,0,0,0,2090842,430605,1660237,0,0,0,0,0,0,0,0,0,0,0,14406405,5345356,9061049,0,0,0,0,0,0,0,0,0,0,0,39481499,29094062,27681760,742581,26939179,984673,25954506,2756531,12560249,3555868,7079511,183134,183134,0,10387437,5443220,531546,4412671,55280,0,11017,143953,130858,0,1979,8174,0,28513,54428
2016,190000000,4670724,26819360,16457435,24110397,13748472,9309673,62273,5352907,3186614,2166293,63356,702573,518906,622234,4338,8618,121200,125068,400191,0,0,106104,30789,133362,14277,147639,11678,99581,4400,3494302,2866456,171579,0,0,456267,10361925,10291164,893,1344943,123972,327010,889900,236035,74872,6151539,1107679,70761,2619,0,34763,0,30300,4438799,1950249,1537069,1536302,59615,51,36551,3426,17833,86786,124490,2488550,2253,374245,159640,495430,205921,873711,2696257,2418486,53577,2230110,2197295,556539,1467033,0,32815,241953,221191,20762,0,31607437,5766006,25452596,29183488,16717113,2423949,1956335,467614,978447,879812,4453275,4021668,25443286,1497467,0,25443286,23022741,16711207,2420545,1952931,467614,978447,879812,28771,6003,4909,22768,661918,498089,11791,486298,10045,163829,9398629,5119779,943835,522863,4596916,428261,4275915,0,3524192,3524192,516639,3007553,424391,654687,644376,0,4897,3870,10311,125756,0,389233,336469,114,336355,0,334504,316933,1595,315338,0,17571,245321,245321,79037,166284,77353,19741,16,19725,0,492242,492242,21795,470447,19743,0,461054,461054,3331,457723,0,0,0,0,1612860,1540564,1115758,424806,1094932,1558330,1486034,1097199,388835,1076868,72296,54530,142279,116636,2240,114396,25643,4515,4515,40,0,762537,761716,389599,372117,122988,821,340558,292244,86301,205943,79364,48314,330826,257075,792,256283,0,73751,56472,55988,619,55369,8805375,8626810,34612,777,8591421,8,34612,34612,0,0,7938015,102028,40661,637,8,690059,511494,140,511354,0,178565,0,0,0,879812,1335762,655833,73395,582438,18517,679929,9310,4150431,4020982,129449,214794,214794,0,17913229,17893877,19352,17598224,11119085,0,0,2451812,919840,1531972,0,0,0,0,0,0,0,0,2156159,677105,1479054,0,0,0,0,0,0,0,0,0,0,0,17893877,6721874,11172003,0,0,0,0,0,0,0,0,0,0,0,59262385,42606126,41373612,2147435,39226177,612146,38614031,4973890,15773261,6221689,11645191,936676,936676,0,16656259,8042402,455495,8158362,36602,2253,1094,639479,125756,0,35971,4475,40024,0,5906
2016,200000000,1329328,8987038,6093390,8310408,5416760,4130242,35425,2077913,1359190,718723,18741,53255,102528,245053,1562,21674,141464,134446,272253,5445,590,10100,16731,108845,10935,119780,0,110986,8621,1744651,1551637,137492,27198,28324,0,2893648,2834356,341,281489,64979,64427,221656,104403,43571,1953094,56534,59292,11297,0,45993,0,2002,1286518,823298,323972,319231,27203,567,138944,9372,19220,1435,302433,463220,3320,146441,24816,38450,69512,82899,502083,357066,134056,341457,215347,40945,48190,0,126110,149665,141719,7946,0,9607249,1288779,8041319,9133319,6224554,473930,398390,75540,162784,182648,997403,1055553,8017755,486346,0,8017755,7543825,6200990,473930,398390,75540,162784,182648,1475,584,0,891,166878,166878,6736,160142,5914,0,2183546,1062752,112764,63307,999445,53023,840746,15688,813161,813161,62825,750336,53009,416875,114202,0,311,0,302673,72624,0,266517,211418,15158,196260,893,91219,91219,802,90417,370,0,34472,34472,135,34337,0,39371,23079,16292,2393,221889,221672,284,221388,36,217,78844,78844,79,78765,0,0,0,0,715805,692258,334996,357262,322162,574119,550572,273421,277151,262947,23547,141686,166956,166956,0,166956,0,4930,4930,121,0,198999,196153,16700,179453,2921,2846,8239,8239,352,7887,312,0,96243,90087,1043,89044,110,6156,39529,39529,0,39529,3342542,3333098,50020,0,3283078,0,50020,50020,0,0,2329586,46686,0,0,0,916250,906806,0,906806,0,9444,0,0,0,182648,345030,325929,11138,314791,10256,19101,23564,891171,869201,21970,106232,106232,0,4845408,4845408,0,5011671,2820486,0,0,985609,455405,530204,0,0,0,0,0,0,0,0,1151872,526030,625842,0,0,0,0,0,0,0,0,0,0,0,4845408,2120560,2724848,0,0,0,0,0,0,0,0,0,0,0,18567724,12790354,12408641,87898,12320743,0,12320743,0,2582696,9481548,256499,370733,370733,0,5777370,3527141,164208,2086021,139511,3320,584,113891,72624,0,80111,4809,0,0,23564
